// equities_solstice_equinox.csv

Symbol,Date,Open,High,Low,Close,Volume
SPY,2005-06-21,83.0776792257625,83.18024530518919,82.75630794469838,83.05716705322266,39879800.0
SPY,2005-09-22,83.05369109045907,83.54123701665624,82.70348912851351,83.32149505615234,84597200.0
SPY,2005-12-21,87.13189446047214,87.50466662277006,86.84196231203123,87.000732421875,51806900.0
SPY,2015-03-20,174.92113070534475,176.0138122504992,174.73762557421168,175.5050048828125,177715100.0
SPY,2015-09-23,163.5423841592737,164.01419568659233,162.53135762131944,163.11270141601562,92790600.0
SPY,2015-12-21,170.7027098602963,171.10105393731774,169.5839529803868,170.92306518554688,99094300.0
SPY,2018-03-20,240.08112664058862,240.72799258315302,239.40767864787827,240.08999633789062,59757300.0
SPY,2018-06-21,245.62736455520744,245.64518360453644,243.59797584420312,244.09642028808594,71061400.0
SPY,2018-12-21,221.90160300643558,224.57262520442833,215.82209838644843,216.46961975097656,255345600.0
SPY,2022-06-21,354.3952017864086,358.8169072573021,354.31894893856503,357.42559814453125,76811900.0
SPY,2022-09-22,360.338677708997,361.98449795336916,357.3341162078935,358.0804748535156,89472600.0
SPY,2022-12-21,368.40494991105,372.4038173364099,367.86664365527946,371.26953125,78167400.0
SPY,2025-03-20,556.7915499004863,563.9475069089323,556.0699818531248,558.9264526367188,62958200.0
SPY,2025-06-20,594.9675856083323,596.0414436168163,589.4790454395113,590.8909912109375,94051400.0
SPY,2025-09-22,660.2490220888672,665.3239917254978,660.2190812650523,664.8753662109375,69452200.0
QQQ,2005-06-21,32.3091472486011,32.45429777318615,32.18961075608984,32.317684173583984,97845600.0
QQQ,2005-09-22,32.82146157430874,33.06907484812613,32.650696944074106,32.99222946166992,118686100.0
QQQ,2005-12-21,35.108834826057326,35.44263355839836,35.048922400508026,35.20298385620117,68935000.0
QQQ,2015-03-20,100.33675909853112,100.65976969629088,100.14295273987526,100.16140747070312,31761400.0
QQQ,2015-09-23,96.78785942047013,97.04749940547086,96.10168571770517,96.60240936279297,21775100.0
QQQ,2015-12-21,103.1197680693934,103.30578447064181,102.35708947056155,103.28718566894531,26432800.0
QQQ,2018-03-20,158.9065089642742,159.73349878542928,158.37419301021936,159.36277770996094,34075700.0
QQQ,2018-06-21,169.2775369742847,169.4490130593899,167.05797041333878,167.38186645507812,43469400.0
QQQ,2018-12-21,146.058236443669,147.05071982986303,140.01740739633874,140.82858276367188,141129400.0
QQQ,2022-06-21,272.6692052020595,277.2666889435167,272.56161912710195,274.9483642578125,51633700.0
QQQ,2022-09-22,276.3440116704917,277.3533520771818,273.2277991417393,274.4527282714844,62757100.0
QQQ,2022-12-21,265.80755500266366,269.9135180773778,264.96277041181514,268.6070861816406,46394700.0
QQQ,2025-03-20,474.4736793716476,482.10495972485467,473.77719941007575,476.8416748046875,36780500.0
QQQ,2025-06-20,530.3639576995934,531.6593145894406,523.0102423618315,524.9533081054688,61643500.0
QQQ,2025-09-22,596.9708269829692,602.0942306490323,596.9508332125652,601.4251098632812,57154800.0
XLY,2005-06-21,13.083097260284278,13.083097260284278,12.978742976667732,13.036717414855957,772000.0
XLY,2005-09-22,12.242975808545651,12.486905735172957,12.235231813793549,12.45592975616455,7693800.0
XLY,2005-12-21,13.188901858219982,13.188901858219982,12.795842873871427,12.846433639526367,4973400.0
XLY,2015-03-20,33.938066478450565,34.16008706161778,33.86701826570974,34.08903884887695,12486600.0
XLY,2015-09-23,33.57955481767872,33.673451966972834,33.382819395446546,33.49460220336914,10771200.0
XLY,2015-12-21,34.95316456629664,35.06990056672538,34.65683893499617,34.894798278808594,14178000.0
XLY,2018-03-20,48.30102681472678,48.57024346523255,48.27782068083443,48.50061798095703,7413400.0
XLY,2018-06-21,52.34179201195386,52.41160039271152,51.806599160280776,51.895023345947266,13700800.0
XLY,2018-12-21,45.145383749384706,45.82017579099253,43.83329248257826,43.93638610839844,26736200.0
XLY,2022-06-21,67.16573673883438,68.50448926871488,67.04447268137298,67.747802734375,12856600.0
XLY,2022-09-22,74.18912736168846,74.45646086830311,72.47329482125885,72.84756469726562,11338800.0
XLY,2022-12-21,64.06925195197582,64.66388540504256,63.82554996095484,64.3080825805664,10670200.0
XLY,2025-03-20,97.04041222544032,98.77540125445351,96.96110418986031,97.52621459960938,8586400.0
XLY,2025-06-20,105.51424055709847,105.75780274874054,104.19698565598144,104.72388458251953,9704800.0
XLY,2025-09-22,120.16187007593027,120.7706642051525,119.80258148772354,119.85247802734375,12283600.0
AAL,2005-12-21,33.35419180472765,34.88143186878277,33.30705545388931,34.41948699951172,701200.0
AAL,2015-03-20,52.398659899523565,53.21516434990393,52.08535215796001,52.9398307800293,137767200.0
AAL,2015-09-23,39.402308351838855,39.5739547114793,38.62036544132318,39.32602310180664,8248800.0
AAL,2015-12-21,39.51594777250015,40.548046866212836,39.51594777250015,40.519378662109375,6597500.0
AAL,2018-03-20,53.64137419723984,54.39331088861931,53.38747156108227,54.02222442626953,2555600.0
AAL,2018-06-21,41.139981933685114,41.6000305249323,40.49395807959583,40.611419677734375,5025300.0
AAL,2018-12-21,31.44159305224941,32.13045498023208,30.162278311281263,30.290210723876953,11800600.0
AAL,2022-06-21,13.220000267028809,13.239999771118164,12.619999885559082,13.039999961853027,39780800.0
AAL,2022-09-22,13.300000190734863,13.329999923706055,12.520000457763672,12.710000038146973,44037600.0
AAL,2022-12-21,12.6899995803833,13.220000267028809,12.649999618530273,13.029999732971191,29778900.0
AAL,2025-03-20,11.359999656677246,11.4399995803833,11.210000038146973,11.260000228881836,43297000.0
AAL,2025-06-20,10.710000038146973,10.789999961853027,10.5,10.619999885559082,58305800.0
AAL,2025-09-22,12.380000114440918,12.430000305175781,12.0,12.329999923706055,94808800.0
AIG,2005-06-21,669.4268469450002,677.2318236358389,667.0253156555115,675.9110107421875,408675.0
AIG,2005-09-22,715.064375999583,721.4445653328905,706.6376914339314,714.7032470703125,527175.0
AIG,2005-12-21,795.0645545967905,806.5260314839976,793.9787010157694,801.5795288085938,356515.0
AIG,2015-03-20,42.953576005956336,43.253734902450425,42.845824023677785,43.053627014160156,11660400.0
AIG,2015-09-23,44.3046248181551,44.59136320181851,44.048888614311856,44.2503776550293,5068200.0
AIG,2015-12-21,46.66477918685881,47.015057518289105,46.39233916492805,46.68034744262695,7421900.0
AIG,2018-03-20,44.65596787985112,45.6203539763877,44.62327608594725,45.46507263183594,9030100.0
AIG,2018-06-21,45.37979799049208,45.429121850116644,44.48371128668077,44.59880447387695,5004700.0
AIG,2018-12-21,31.667756881791075,32.652160561611794,31.067106108376272,31.200584411621094,14026400.0
AIG,2022-06-21,49.02352612452497,49.14379265683652,47.820832568172264,48.246402740478516,4745100.0
AIG,2022-09-22,48.94242421343753,48.99826396731616,47.555767168093,47.658138275146484,4988700.0
AIG,2022-12-21,59.37605254751113,59.75954613068634,59.151570413402276,59.23575210571289,3367500.0
AIG,2025-03-20,81.74289333426735,83.28744679309459,81.74289333426735,82.35284423828125,5679400.0
AIG,2025-06-20,83.6870042942474,84.56719077883594,83.49909677104037,84.19137573242188,9182800.0
AIG,2025-09-22,76.26027028801415,76.4393244159717,75.63355048171448,76.13094329833984,5241300.0
AMZN,2005-06-21,1.7799999713897705,1.7905000448226929,1.7640000581741333,1.7690000534057617,89142000.0
AMZN,2005-09-22,2.059999942779541,2.1135001182556152,2.0250000953674316,2.1040000915527344,116760000.0
AMZN,2005-12-21,2.4144999980926514,2.453000068664551,2.3889999389648438,2.448499917984009,146450000.0
AMZN,2015-03-20,18.81450080871582,18.9685001373291,18.79599952697754,18.92449951171875,75272000.0
AMZN,2015-09-23,26.915000915527344,27.06049919128418,26.700000762939453,26.803499221801758,44752000.0
AMZN,2015-12-21,33.42499923706055,33.494998931884766,32.94649887084961,33.22549819946289,65018000.0
AMZN,2018-03-20,77.51699829101562,79.3499984741211,77.27050018310547,79.32550048828125,91632000.0
AMZN,2018-06-21,88.0,88.15499877929688,85.87799835205078,86.51100158691406,98822000.0
AMZN,2018-12-21,73.24949645996094,74.0,68.197998046875,68.87249755859375,272806000.0
AMZN,2022-06-21,108.19999694824219,111.62999725341797,103.55999755859375,108.68000030517578,70901200.0
AMZN,2022-09-22,117.08000183105469,118.79000091552734,116.26000213623047,117.30999755859375,55229200.0
AMZN,2022-12-21,86.18000030517578,87.2300033569336,85.20999908447266,86.7699966430664,59267200.0
AMZN,2025-03-20,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100.0
AMZN,2025-06-20,214.67999267578125,214.88999938964844,208.27000427246094,209.69000244140625,75350700.0
AMZN,2025-09-22,230.55999755859375,230.57000732421875,227.50999450683594,227.6300048828125,45914500.0
AXP,2005-06-21,35.19959679602884,35.41898770221891,35.15442725293113,35.328651428222656,3456643.0
AXP,2005-09-22,36.66840848487193,36.88182241601627,36.40972441952209,36.862422943115234,10026162.0
AXP,2005-12-21,38.45313395371938,38.99379107738666,38.45313395371938,38.80122756958008,5727400.0
AXP,2015-03-20,70.07809874585799,71.16623848376598,69.82962445111255,70.8577880859375,9338100.0
AXP,2015-09-23,65.15648298243535,65.54477880644276,64.82858229405309,65.26002502441406,3183300.0
AXP,2015-12-21,59.028232152649686,59.56524190894376,58.889644726372374,59.24477005004883,4733400.0
AXP,2018-03-20,85.84920431737673,86.11931468652564,85.28198078519445,85.48905944824219,2501600.0
AXP,2018-06-21,86.90351095994697,87.62649773519239,86.54201412483495,87.32826232910156,3350700.0
AXP,2018-12-21,86.65644805759082,87.95811561158429,82.96991203656226,83.13375854492188,11005300.0
AXP,2022-06-21,142.1788994969705,142.1788994969705,137.8380033140965,138.41168212890625,3518800.0
