date,body1,body2,aspect_type,aspect_nature,orb,exact,body1_sign,body2_sign,primary_scoring,bonus_eligible,influence_weight
2004-12-21,Sun,Moon,trine,harmonious,3.22,False,Sagittarius,Taurus,True,,
2004-12-21,Mercury,Venus,conjunction,neutral,4.6,False,Sagittarius,Sagittarius,True,,
2004-12-21,Mars,Saturn,trine,harmonious,1.44,False,Scorpio,Cancer,True,,
2004-12-21,Uranus,Moon,sextile,harmonious,0.35,True,Pisces,Taurus,False,True,90.0
2004-12-22,Mercury,Venus,conjunction,neutral,3.61,False,Sagittarius,Sagittarius,True,,
2004-12-22,Mars,Saturn,trine,harmonious,2.19,False,Scorpio,Cancer,True,,
2004-12-23,Moon,Mars,opposition,harsh,0.8,True,Taurus,Scorpio,True,,
2004-12-23,Moon,Saturn,sextile,harmonious,2.14,False,Taurus,Cancer,True,,
2004-12-23,Mercury,Venus,conjunction,neutral,2.76,False,Sagittarius,Sagittarius,True,,
2004-12-23,Mars,Saturn,trine,harmonious,2.94,False,Scorpio,Cancer,True,,
2004-12-24,Moon,Mercury,opposition,harsh,1.98,False,Gemini,Sagittarius,True,,
2004-12-24,Moon,Venus,opposition,harsh,0.05,True,Gemini,Sagittarius,True,,
2004-12-24,Mercury,Venus,conjunction,neutral,2.03,False,Sagittarius,Sagittarius,True,,
2004-12-24,Mars,Saturn,trine,harmonious,3.7,False,Scorpio,Cancer,True,,
2004-12-24,Uranus,Sun,sextile,harmonious,0.61,True,Pisces,Capricorn,False,True,90.0
2004-12-25,Moon,Jupiter,trine,harmonious,5.12,False,Gemini,Libra,True,,
2004-12-25,Mercury,Venus,conjunction,neutral,1.41,False,Sagittarius,Sagittarius,True,,
2004-12-25,Mars,Saturn,trine,harmonious,4.46,False,Scorpio,Cancer,True,,
2004-12-25,Uranus,Sun,sextile,harmonious,0.38,True,Pisces,Capricorn,False,True,90.0
2004-12-25,Pluto,Moon,opposition,harsh,0.75,True,Sagittarius,Gemini,False,True,95.0
2004-12-26,Sun,Moon,opposition,harsh,1.41,False,Capricorn,Cancer,True,,
2004-12-26,Mercury,Venus,conjunction,neutral,0.88,True,Sagittarius,Sagittarius,True,,
2004-12-26,Mercury,Jupiter,sextile,harmonious,3.62,False,Sagittarius,Libra,True,,
2004-12-26,Mars,Saturn,trine,harmonious,5.22,False,Sagittarius,Cancer,True,,
2004-12-26,Uranus,Moon,trine,harmonious,0.05,True,Pisces,Cancer,False,True,90.0
2004-12-26,Neptune,Mercury,sextile,harmonious,0.56,True,Aquarius,Sagittarius,False,True,85.0
2004-12-27,Moon,Jupiter,square,harsh,1.3,False,Cancer,Libra,True,,
2004-12-27,Mercury,Venus,conjunction,neutral,0.45,True,Sagittarius,Sagittarius,True,,
2004-12-27,Mercury,Jupiter,sextile,harmonious,2.92,False,Sagittarius,Libra,True,,
2004-12-27,Venus,Jupiter,sextile,harmonious,3.36,False,Sagittarius,Libra,True,,
2004-12-27,Mars,Saturn,trine,harmonious,5.98,False,Sagittarius,Cancer,True,,
2004-12-27,Neptune,Mercury,sextile,harmonious,0.22,True,Aquarius,Sagittarius,False,True,85.0
2004-12-27,Neptune,Venus,sextile,harmonious,0.23,True,Aquarius,Sagittarius,False,True,85.0
2004-12-28,Moon,Mars,trine,harmonious,4.53,False,Cancer,Sagittarius,True,,
2004-12-28,Moon,Saturn,conjunction,neutral,2.21,False,Cancer,Cancer,True,,
2004-12-28,Mercury,Venus,conjunction,neutral,0.08,True,Sagittarius,Sagittarius,True,,
2004-12-28,Mercury,Jupiter,sextile,harmonious,2.13,False,Sagittarius,Libra,True,,
2004-12-28,Venus,Jupiter,sextile,harmonious,2.22,False,Sagittarius,Libra,True,,
2004-12-28,Neptune,Venus,sextile,harmonious,0.99,True,Aquarius,Sagittarius,False,True,85.0
2004-12-29,Mercury,Venus,conjunction,neutral,0.21,True,Sagittarius,Sagittarius,True,,
2004-12-29,Mercury,Jupiter,sextile,harmonious,1.28,False,Sagittarius,Libra,True,,
2004-12-29,Venus,Jupiter,sextile,harmonious,1.07,False,Sagittarius,Libra,True,,
2004-12-30,Moon,Mercury,trine,harmonious,4.45,False,Leo,Sagittarius,True,,
2004-12-30,Moon,Venus,trine,harmonious,4.0,False,Leo,Sagittarius,True,,
2004-12-30,Mercury,Venus,conjunction,neutral,0.44,True,Sagittarius,Sagittarius,True,,
2004-12-30,Mercury,Jupiter,sextile,harmonious,0.36,True,Sagittarius,Libra,True,,
2004-12-30,Venus,Jupiter,sextile,harmonious,0.08,True,Sagittarius,Libra,True,,
2004-12-30,Uranus,Mars,square,harsh,0.54,True,Pisces,Sagittarius,False,True,90.0
2004-12-31,Moon,Mars,square,harsh,0.77,True,Virgo,Sagittarius,True,,
2004-12-31,Mercury,Venus,conjunction,neutral,0.63,True,Sagittarius,Sagittarius,True,,
2004-12-31,Mercury,Jupiter,sextile,harmonious,0.61,True,Sagittarius,Libra,True,,
2004-12-31,Venus,Jupiter,sextile,harmonious,1.23,False,Sagittarius,Libra,True,,
2004-12-31,Uranus,Moon,opposition,harsh,0.65,True,Pisces,Virgo,False,True,90.0
2004-12-31,Uranus,Mars,square,harsh,0.11,True,Pisces,Sagittarius,False,True,90.0
2005-01-01,Sun,Moon,trine,harmonious,4.22,False,Capricorn,Virgo,True,,
2005-01-01,Moon,Mercury,square,harsh,3.57,False,Virgo,Sagittarius,True,,
2005-01-01,Moon,Venus,square,harsh,4.33,False,Virgo,Sagittarius,True,,
2005-01-01,Mercury,Venus,conjunction,neutral,0.76,True,Sagittarius,Sagittarius,True,,
2005-01-01,Mercury,Jupiter,sextile,harmonious,1.63,False,Sagittarius,Libra,True,,
2005-01-01,Venus,Jupiter,sextile,harmonious,2.39,False,Sagittarius,Libra,True,,
2005-01-01,Uranus,Mars,square,harsh,0.76,True,Pisces,Sagittarius,False,True,90.0
2005-01-02,Sun,Jupiter,square,harsh,5.23,False,Capricorn,Libra,True,,
2005-01-02,Moon,Saturn,sextile,harmonious,2.93,False,Virgo,Cancer,True,,
2005-01-02,Mercury,Venus,conjunction,neutral,0.85,True,Sagittarius,Sagittarius,True,,
2005-01-02,Mercury,Jupiter,sextile,harmonious,2.7,False,Sagittarius,Libra,True,,
2005-01-02,Venus,Jupiter,sextile,harmonious,3.55,False,Sagittarius,Libra,True,,
2005-01-03,Sun,Moon,square,harsh,2.84,False,Capricorn,Libra,True,,
2005-01-03,Sun,Jupiter,square,harsh,4.3,False,Capricorn,Libra,True,,
2005-01-03,Moon,Jupiter,conjunction,neutral,7.14,False,Libra,Libra,True,,
2005-01-03,Mercury,Venus,conjunction,neutral,0.91,True,Sagittarius,Sagittarius,True,,
2005-01-03,Mercury,Jupiter,sextile,harmonious,3.8,False,Sagittarius,Libra,True,,
2005-01-03,Pluto,Venus,conjunction,neutral,0.58,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-04,Sun,Jupiter,square,harsh,3.37,False,Capricorn,Libra,True,,
2005-01-04,Moon,Mercury,sextile,harmonious,0.81,True,Libra,Sagittarius,True,,
2005-01-04,Moon,Venus,sextile,harmonious,0.12,True,Libra,Sagittarius,True,,
2005-01-04,Moon,Jupiter,conjunction,neutral,5.75,False,Libra,Libra,True,,
2005-01-04,Moon,Saturn,square,harsh,1.29,False,Libra,Cancer,True,,
2005-01-04,Mercury,Venus,conjunction,neutral,0.93,True,Sagittarius,Sagittarius,True,,
2005-01-04,Pluto,Moon,sextile,harmonious,0.51,True,Sagittarius,Libra,False,True,95.0
2005-01-04,Pluto,Mercury,conjunction,neutral,0.3,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-04,Pluto,Venus,conjunction,neutral,0.63,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-05,Sun,Jupiter,square,harsh,2.44,False,Capricorn,Libra,True,,
2005-01-05,Mercury,Venus,conjunction,neutral,0.93,True,Sagittarius,Sagittarius,True,,
2005-01-05,Pluto,Mercury,conjunction,neutral,0.92,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-06,Sun,Jupiter,square,harsh,1.5,False,Capricorn,Libra,True,,
2005-01-06,Moon,Saturn,trine,harmonious,3.85,False,Scorpio,Cancer,True,,
2005-01-06,Mercury,Venus,conjunction,neutral,0.89,True,Sagittarius,Sagittarius,True,,
2005-01-07,Sun,Jupiter,square,harsh,0.56,True,Capricorn,Libra,True,,
2005-01-07,Moon,Mars,conjunction,neutral,3.84,False,Sagittarius,Sagittarius,True,,
2005-01-07,Mercury,Venus,conjunction,neutral,0.84,True,Sagittarius,Sagittarius,True,,
2005-01-07,Uranus,Moon,square,harsh,0.82,True,Pisces,Sagittarius,False,True,90.0
2005-01-08,Sun,Jupiter,square,harsh,0.39,True,Capricorn,Libra,True,,
2005-01-08,Moon,Mercury,conjunction,neutral,7.92,False,Sagittarius,Sagittarius,True,,
2005-01-08,Moon,Jupiter,sextile,harmonious,1.88,False,Sagittarius,Libra,True,,
2005-01-08,Mercury,Venus,conjunction,neutral,0.76,True,Sagittarius,Sagittarius,True,,
2005-01-09,Sun,Jupiter,square,harsh,1.33,False,Capricorn,Libra,True,,
2005-01-09,Sun,Saturn,opposition,harsh,4.92,False,Capricorn,Cancer,True,,
2005-01-09,Moon,Mercury,conjunction,neutral,5.89,False,Capricorn,Sagittarius,True,,
2005-01-09,Moon,Venus,conjunction,neutral,5.23,False,Capricorn,Sagittarius,True,,
2005-01-09,Mercury,Venus,conjunction,neutral,0.66,True,Sagittarius,Sagittarius,True,,
2005-01-09,Uranus,Moon,sextile,harmonious,0.7,True,Pisces,Capricorn,False,True,90.0
2005-01-10,Sun,Moon,conjunction,neutral,0.03,True,Capricorn,Capricorn,True,,
2005-01-10,Sun,Jupiter,square,harsh,2.28,False,Capricorn,Libra,True,,
2005-01-10,Sun,Saturn,opposition,harsh,3.81,False,Capricorn,Cancer,True,,
2005-01-10,Moon,Jupiter,square,harsh,2.25,False,Capricorn,Libra,True,,
2005-01-10,Moon,Saturn,opposition,harsh,3.84,False,Capricorn,Cancer,True,,
2005-01-10,Mercury,Venus,conjunction,neutral,0.55,True,Capricorn,Capricorn,True,,
2005-01-11,Sun,Jupiter,square,harsh,3.23,False,Capricorn,Libra,True,,
2005-01-11,Sun,Saturn,opposition,harsh,2.71,False,Capricorn,Cancer,True,,
2005-01-11,Mercury,Venus,conjunction,neutral,0.41,True,Capricorn,Capricorn,True,,
2005-01-11,Jupiter,Saturn,square,harsh,5.95,False,Libra,Cancer,True,,
2005-01-12,Sun,Jupiter,square,harsh,4.19,False,Capricorn,Libra,True,,
2005-01-12,Sun,Saturn,opposition,harsh,1.61,False,Capricorn,Cancer,True,,
2005-01-12,Moon,Jupiter,trine,harmonious,2.61,False,Aquarius,Libra,True,,
2005-01-12,Mercury,Venus,conjunction,neutral,0.27,True,Capricorn,Capricorn,True,,
2005-01-12,Jupiter,Saturn,square,harsh,5.8,False,Libra,Cancer,True,,
2005-01-12,Uranus,Venus,sextile,harmonious,0.9,True,Pisces,Capricorn,False,True,90.0
2005-01-13,Sun,Jupiter,square,harsh,5.14,False,Capricorn,Libra,True,,
2005-01-13,Sun,Saturn,opposition,harsh,0.51,True,Capricorn,Cancer,True,,
2005-01-13,Moon,Mercury,sextile,harmonious,0.94,True,Pisces,Capricorn,True,,
2005-01-13,Moon,Venus,sextile,harmonious,0.84,True,Pisces,Capricorn,True,,
2005-01-13,Mercury,Venus,conjunction,neutral,0.1,True,Capricorn,Capricorn,True,,
2005-01-13,Jupiter,Saturn,square,harsh,5.65,False,Libra,Cancer,True,,
2005-01-13,Uranus,Mercury,sextile,harmonious,0.2,True,Pisces,Capricorn,False,True,90.0
2005-01-13,Uranus,Venus,sextile,harmonious,0.3,True,Pisces,Capricorn,False,True,90.0
2005-01-14,Sun,Saturn,opposition,harsh,0.59,True,Capricorn,Cancer,True,,
2005-01-14,Moon,Saturn,trine,harmonious,3.93,False,Pisces,Cancer,True,,
2005-01-14,Mercury,Venus,conjunction,neutral,0.07,True,Capricorn,Capricorn,True,,
2005-01-14,Jupiter,Saturn,square,harsh,5.51,False,Libra,Cancer,True,,
2005-01-14,Neptune,Mars,sextile,harmonious,0.62,True,Aquarius,Sagittarius,False,True,85.0
2005-01-15,Sun,Saturn,opposition,harsh,1.69,False,Capricorn,Cancer,True,,
2005-01-15,Moon,Mercury,square,harsh,3.79,False,Aries,Capricorn,True,,
2005-01-15,Moon,Venus,square,harsh,3.54,False,Aries,Capricorn,True,,
2005-01-15,Mercury,Venus,conjunction,neutral,0.26,True,Capricorn,Capricorn,True,,
2005-01-15,Mars,Jupiter,sextile,harmonious,3.99,False,Sagittarius,Libra,True,,
2005-01-15,Jupiter,Saturn,square,harsh,5.37,False,Libra,Cancer,True,,
2005-01-15,Neptune,Mars,sextile,harmonious,0.04,True,Aquarius,Sagittarius,False,True,85.0
2005-01-16,Sun,Saturn,opposition,harsh,2.79,False,Capricorn,Cancer,True,,
2005-01-16,Moon,Mars,trine,harmonious,1.97,False,Aries,Sagittarius,True,,
2005-01-16,Moon,Jupiter,opposition,harsh,1.38,False,Aries,Libra,True,,
2005-01-16,Mercury,Venus,conjunction,neutral,0.46,True,Capricorn,Capricorn,True,,
2005-01-16,Mars,Jupiter,sextile,harmonious,3.35,False,Sagittarius,Libra,True,,
2005-01-16,Jupiter,Saturn,square,harsh,5.24,False,Libra,Cancer,True,,
2005-01-16,Neptune,Mars,sextile,harmonious,0.7,True,Aquarius,Sagittarius,False,True,85.0
2005-01-17,Sun,Moon,square,harsh,2.46,False,Capricorn,Aries,True,,
2005-01-17,Sun,Saturn,opposition,harsh,3.89,False,Capricorn,Cancer,True,,
2005-01-17,Mercury,Venus,conjunction,neutral,0.67,True,Capricorn,Capricorn,True,,
2005-01-17,Mars,Jupiter,sextile,harmonious,2.7,False,Sagittarius,Libra,True,,
2005-01-17,Jupiter,Saturn,square,harsh,5.11,False,Libra,Cancer,True,,
2005-01-18,Sun,Saturn,opposition,harsh,4.99,False,Capricorn,Cancer,True,,
2005-01-18,Moon,Mercury,trine,harmonious,0.58,True,Taurus,Capricorn,True,,
2005-01-18,Moon,Venus,trine,harmonious,1.47,False,Taurus,Capricorn,True,,
2005-01-18,Mercury,Venus,conjunction,neutral,0.89,True,Capricorn,Capricorn,True,,
2005-01-18,Mars,Jupiter,sextile,harmonious,2.05,False,Sagittarius,Libra,True,,
2005-01-18,Jupiter,Saturn,square,harsh,4.98,False,Libra,Cancer,True,,
2005-01-19,Sun,Moon,trine,harmonious,4.77,False,Capricorn,Taurus,True,,
2005-01-19,Moon,Saturn,sextile,harmonious,1.33,False,Taurus,Cancer,True,,
2005-01-19,Mercury,Venus,conjunction,neutral,1.12,False,Capricorn,Capricorn,True,,
2005-01-19,Mercury,Jupiter,square,harsh,5.18,False,Capricorn,Libra,True,,
2005-01-19,Mars,Jupiter,sextile,harmonious,1.4,False,Sagittarius,Libra,True,,
2005-01-19,Jupiter,Saturn,square,harsh,4.85,False,Libra,Cancer,True,,
2005-01-20,Mercury,Venus,conjunction,neutral,1.37,False,Capricorn,Capricorn,True,,
2005-01-20,Mercury,Jupiter,square,harsh,3.72,False,Capricorn,Libra,True,,
2005-01-20,Venus,Jupiter,square,harsh,5.09,False,Capricorn,Libra,True,,
2005-01-20,Mars,Jupiter,sextile,harmonious,0.74,True,Sagittarius,Libra,True,,
2005-01-20,Jupiter,Saturn,square,harsh,4.73,False,Libra,Cancer,True,,
2005-01-21,Moon,Mars,opposition,harsh,0.19,True,Gemini,Sagittarius,True,,
2005-01-21,Moon,Jupiter,trine,harmonious,0.11,True,Gemini,Libra,True,,
2005-01-21,Mercury,Venus,conjunction,neutral,1.62,False,Capricorn,Capricorn,True,,
2005-01-21,Mercury,Jupiter,square,harsh,2.25,False,Capricorn,Libra,True,,
2005-01-21,Venus,Jupiter,square,harsh,3.88,False,Capricorn,Libra,True,,
2005-01-21,Mars,Jupiter,sextile,harmonious,0.08,True,Sagittarius,Libra,True,,
2005-01-21,Jupiter,Saturn,square,harsh,4.61,False,Libra,Cancer,True,,
2005-01-22,Mercury,Venus,conjunction,neutral,1.89,False,Capricorn,Capricorn,True,,
2005-01-22,Mercury,Jupiter,square,harsh,0.77,True,Capricorn,Libra,True,,
2005-01-22,Mercury,Saturn,opposition,harsh,5.27,False,Capricorn,Cancer,True,,
2005-01-22,Venus,Jupiter,square,harsh,2.66,False,Capricorn,Libra,True,,
2005-01-22,Mars,Jupiter,sextile,harmonious,0.58,True,Sagittarius,Libra,True,,
2005-01-22,Jupiter,Saturn,square,harsh,4.49,False,Libra,Cancer,True,,
2005-01-23,Moon,Venus,opposition,harsh,4.78,False,Cancer,Capricorn,True,,
2005-01-23,Mercury,Venus,conjunction,neutral,2.16,False,Capricorn,Capricorn,True,,
2005-01-23,Mercury,Jupiter,square,harsh,0.72,True,Capricorn,Libra,True,,
2005-01-23,Mercury,Saturn,opposition,harsh,3.66,False,Capricorn,Cancer,True,,
2005-01-23,Venus,Jupiter,square,harsh,1.44,False,Capricorn,Libra,True,,
2005-01-23,Venus,Saturn,opposition,harsh,5.82,False,Capricorn,Cancer,True,,
2005-01-23,Mars,Jupiter,sextile,harmonious,1.25,False,Sagittarius,Libra,True,,
2005-01-23,Jupiter,Saturn,square,harsh,4.38,False,Libra,Cancer,True,,
2005-01-24,Moon,Mercury,opposition,harsh,3.39,False,Cancer,Capricorn,True,,
2005-01-24,Moon,Venus,opposition,harsh,5.84,False,Cancer,Capricorn,True,,
2005-01-24,Moon,Jupiter,square,harsh,5.63,False,Cancer,Libra,True,,
2005-01-24,Moon,Saturn,conjunction,neutral,1.35,False,Cancer,Cancer,True,,
2005-01-24,Mercury,Venus,conjunction,neutral,2.45,False,Capricorn,Capricorn,True,,
2005-01-24,Mercury,Jupiter,square,harsh,2.23,False,Capricorn,Libra,True,,
2005-01-24,Mercury,Saturn,opposition,harsh,2.04,False,Capricorn,Cancer,True,,
2005-01-24,Venus,Jupiter,square,harsh,0.21,True,Capricorn,Libra,True,,
2005-01-24,Venus,Saturn,opposition,harsh,4.49,False,Capricorn,Cancer,True,,
2005-01-24,Mars,Jupiter,sextile,harmonious,1.92,False,Sagittarius,Libra,True,,
2005-01-24,Jupiter,Saturn,square,harsh,4.27,False,Libra,Cancer,True,,
2005-01-25,Sun,Moon,opposition,harsh,0.66,True,Aquarius,Leo,True,,
2005-01-25,Mercury,Venus,conjunction,neutral,2.74,False,Capricorn,Capricorn,True,,
2005-01-25,Mercury,Jupiter,square,harsh,3.76,False,Capricorn,Libra,True,,
2005-01-25,Mercury,Saturn,opposition,harsh,0.41,True,Capricorn,Cancer,True,,
2005-01-25,Venus,Jupiter,square,harsh,1.01,False,Capricorn,Libra,True,,
2005-01-25,Venus,Saturn,opposition,harsh,3.15,False,Capricorn,Cancer,True,,
2005-01-25,Mars,Jupiter,sextile,harmonious,2.6,False,Sagittarius,Libra,True,,
2005-01-25,Jupiter,Saturn,square,harsh,4.17,False,Libra,Cancer,True,,
2005-01-26,Moon,Mars,trine,harmonious,3.81,False,Leo,Sagittarius,True,,
2005-01-26,Moon,Jupiter,sextile,harmonious,0.54,True,Leo,Libra,True,,
2005-01-26,Mercury,Venus,conjunction,neutral,3.05,False,Capricorn,Capricorn,True,,
2005-01-26,Mercury,Jupiter,square,harsh,5.29,False,Capricorn,Libra,True,,
2005-01-26,Mercury,Saturn,opposition,harsh,1.22,False,Capricorn,Cancer,True,,
2005-01-26,Venus,Jupiter,square,harsh,2.24,False,Capricorn,Libra,True,,
2005-01-26,Venus,Saturn,opposition,harsh,1.82,False,Capricorn,Cancer,True,,
2005-01-26,Mars,Jupiter,sextile,harmonious,3.28,False,Sagittarius,Libra,True,,
2005-01-26,Jupiter,Saturn,square,harsh,4.07,False,Libra,Cancer,True,,
2005-01-27,Mercury,Venus,conjunction,neutral,3.36,False,Capricorn,Capricorn,True,,
2005-01-27,Mercury,Saturn,opposition,harsh,2.87,False,Capricorn,Cancer,True,,
2005-01-27,Venus,Jupiter,square,harsh,3.48,False,Capricorn,Libra,True,,
2005-01-27,Venus,Saturn,opposition,harsh,0.49,True,Capricorn,Cancer,True,,
2005-01-27,Mars,Jupiter,sextile,harmonious,3.96,False,Sagittarius,Libra,True,,
2005-01-27,Jupiter,Saturn,square,harsh,3.97,False,Libra,Cancer,True,,
2005-01-27,Pluto,Mars,conjunction,neutral,0.83,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-28,Mercury,Venus,conjunction,neutral,3.69,False,Capricorn,Capricorn,True,,
2005-01-28,Mercury,Saturn,opposition,harsh,4.53,False,Capricorn,Cancer,True,,
2005-01-28,Venus,Jupiter,square,harsh,4.71,False,Capricorn,Libra,True,,
2005-01-28,Venus,Saturn,opposition,harsh,0.84,True,Capricorn,Cancer,True,,
2005-01-28,Jupiter,Saturn,square,harsh,3.88,False,Libra,Cancer,True,,
2005-01-28,Pluto,Mars,conjunction,neutral,0.16,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-29,Moon,Mercury,trine,harmonious,4.1,False,Virgo,Capricorn,True,,
2005-01-29,Moon,Venus,trine,harmonious,0.07,True,Virgo,Capricorn,True,,
2005-01-29,Moon,Mars,square,harsh,0.55,True,Virgo,Sagittarius,True,,
2005-01-29,Moon,Saturn,sextile,harmonious,2.1,False,Virgo,Cancer,True,,
2005-01-29,Mercury,Venus,conjunction,neutral,4.03,False,Capricorn,Capricorn,True,,
2005-01-29,Venus,Jupiter,square,harsh,5.95,False,Capricorn,Libra,True,,
2005-01-29,Venus,Saturn,opposition,harsh,2.17,False,Capricorn,Cancer,True,,
2005-01-29,Jupiter,Saturn,square,harsh,3.79,False,Libra,Cancer,True,,
2005-01-29,Pluto,Mars,conjunction,neutral,0.51,True,Sagittarius,Sagittarius,False,True,95.0
2005-01-30,Sun,Moon,trine,harmonious,3.52,False,Aquarius,Libra,True,,
2005-01-30,Mercury,Venus,conjunction,neutral,4.38,False,Aquarius,Capricorn,True,,
2005-01-30,Venus,Saturn,opposition,harsh,3.5,False,Capricorn,Cancer,True,,
2005-01-30,Jupiter,Saturn,square,harsh,3.7,False,Libra,Cancer,True,,
2005-01-31,Moon,Jupiter,conjunction,neutral,0.99,True,Libra,Libra,True,,
2005-01-31,Moon,Saturn,square,harsh,2.63,False,Libra,Cancer,True,,
2005-01-31,Mercury,Venus,conjunction,neutral,4.74,False,Aquarius,Capricorn,True,,
2005-01-31,Venus,Saturn,opposition,harsh,4.83,False,Capricorn,Cancer,True,,
2005-01-31,Jupiter,Saturn,square,harsh,3.62,False,Libra,Cancer,True,,
2005-02-01,Moon,Mercury,square,harsh,0.86,True,Scorpio,Aquarius,True,,
2005-02-01,Moon,Venus,square,harsh,4.25,False,Scorpio,Capricorn,True,,
2005-02-01,Mercury,Venus,conjunction,neutral,5.11,False,Aquarius,Capricorn,True,,
2005-02-01,Jupiter,Saturn,square,harsh,3.54,False,Libra,Cancer,True,,
2005-02-02,Sun,Moon,square,harsh,2.36,False,Aquarius,Scorpio,True,,
2005-02-02,Sun,Jupiter,trine,harmonious,5.12,False,Aquarius,Libra,True,,
2005-02-02,Mercury,Venus,conjunction,neutral,5.5,False,Aquarius,Capricorn,True,,
2005-02-02,Jupiter,Saturn,square,harsh,3.46,False,Libra,Cancer,True,,
2005-02-03,Sun,Mercury,conjunction,neutral,7.81,False,Aquarius,Aquarius,True,,
2005-02-03,Sun,Jupiter,trine,harmonious,4.1,False,Aquarius,Libra,True,,
2005-02-03,Moon,Venus,sextile,harmonious,1.26,False,Scorpio,Aquarius,True,,
2005-02-03,Mercury,Venus,conjunction,neutral,5.89,False,Aquarius,Aquarius,True,,
2005-02-03,Jupiter,Saturn,square,harsh,3.39,False,Libra,Cancer,True,,
2005-02-03,Neptune,Sun,conjunction,neutral,0.3,True,Aquarius,Aquarius,False,True,85.0
2005-02-04,Sun,Moon,sextile,harmonious,1.86,False,Aquarius,Sagittarius,True,,
2005-02-04,Sun,Mercury,conjunction,neutral,7.16,False,Aquarius,Aquarius,True,,
2005-02-04,Sun,Jupiter,trine,harmonious,3.08,False,Aquarius,Libra,True,,
2005-02-04,Mercury,Venus,conjunction,neutral,6.3,False,Aquarius,Aquarius,True,,
2005-02-04,Jupiter,Saturn,square,harsh,3.33,False,Libra,Cancer,True,,
2005-02-04,Neptune,Sun,conjunction,neutral,0.67,True,Aquarius,Aquarius,False,True,85.0
2005-02-05,Sun,Mercury,conjunction,neutral,6.5,False,Aquarius,Aquarius,True,,
2005-02-05,Sun,Jupiter,trine,harmonious,2.06,False,Aquarius,Libra,True,,
2005-02-05,Moon,Mars,conjunction,neutral,0.66,True,Sagittarius,Sagittarius,True,,
2005-02-05,Mercury,Venus,conjunction,neutral,6.72,False,Aquarius,Aquarius,True,,
2005-02-05,Jupiter,Saturn,square,harsh,3.27,False,Libra,Cancer,True,,
2005-02-06,Sun,Mercury,conjunction,neutral,5.83,False,Aquarius,Aquarius,True,,
2005-02-06,Sun,Jupiter,trine,harmonious,1.03,False,Aquarius,Libra,True,,
2005-02-06,Moon,Jupiter,square,harsh,5.5,False,Capricorn,Libra,True,,
2005-02-06,Mercury,Venus,conjunction,neutral,7.15,False,Aquarius,Aquarius,True,,
2005-02-06,Jupiter,Saturn,square,harsh,3.21,False,Libra,Cancer,True,,
2005-02-07,Sun,Mercury,conjunction,neutral,5.14,False,Aquarius,Aquarius,True,,
2005-02-07,Sun,Jupiter,trine,harmonious,0.0,True,Aquarius,Libra,True,,
2005-02-07,Moon,Venus,conjunction,neutral,7.61,False,Capricorn,Aquarius,True,,
2005-02-07,Mercury,Venus,conjunction,neutral,7.6,False,Aquarius,Aquarius,True,,
2005-02-07,Mercury,Jupiter,trine,harmonious,5.15,False,Aquarius,Libra,True,,
2005-02-07,Jupiter,Saturn,square,harsh,3.16,False,Libra,Cancer,True,,
2005-02-08,Sun,Moon,conjunction,neutral,6.17,False,Aquarius,Aquarius,True,,
2005-02-08,Sun,Mercury,conjunction,neutral,4.45,False,Aquarius,Aquarius,True,,
2005-02-08,Sun,Jupiter,trine,harmonious,1.03,False,Aquarius,Libra,True,,
2005-02-08,Moon,Mercury,conjunction,neutral,1.72,False,Aquarius,Aquarius,True,,
2005-02-08,Moon,Venus,conjunction,neutral,6.34,False,Aquarius,Aquarius,True,,
2005-02-08,Moon,Jupiter,trine,harmonious,5.14,False,Aquarius,Libra,True,,
2005-02-08,Mercury,Jupiter,trine,harmonious,3.42,False,Aquarius,Libra,True,,
2005-02-08,Jupiter,Saturn,square,harsh,3.11,False,Libra,Cancer,True,,
2005-02-08,Neptune,Mercury,conjunction,neutral,0.13,True,Aquarius,Aquarius,False,True,85.0
2005-02-09,Sun,Moon,conjunction,neutral,7.92,False,Aquarius,Aquarius,True,,
2005-02-09,Sun,Mercury,conjunction,neutral,3.73,False,Aquarius,Aquarius,True,,
2005-02-09,Sun,Jupiter,trine,harmonious,2.06,False,Aquarius,Libra,True,,
2005-02-09,Moon,Mars,sextile,harmonious,3.17,False,Aquarius,Capricorn,True,,
2005-02-09,Mercury,Jupiter,trine,harmonious,1.67,False,Aquarius,Libra,True,,
2005-02-09,Jupiter,Saturn,square,harsh,3.06,False,Libra,Cancer,True,,
2005-02-10,Sun,Mercury,conjunction,neutral,3.01,False,Aquarius,Aquarius,True,,
2005-02-10,Sun,Jupiter,trine,harmonious,3.1,False,Aquarius,Libra,True,,
2005-02-10,Mercury,Jupiter,trine,harmonious,0.1,True,Aquarius,Libra,True,,
2005-02-10,Jupiter,Saturn,square,harsh,3.02,False,Libra,Cancer,True,,
2005-02-11,Sun,Mercury,conjunction,neutral,2.27,False,Aquarius,Aquarius,True,,
2005-02-11,Sun,Jupiter,trine,harmonious,4.14,False,Aquarius,Libra,True,,
