date,body,sign,from_sign,ruler,element
2007-04-24,Moon,Leo,Cancer,Sun,fire
2007-04-26,Moon,Virgo,Leo,Mercury,earth
2007-04-27,Mercury,Taurus,Aries,Venus,earth
2007-04-29,Moon,Libra,Virgo,Venus,air
2007-05-01,Moon,Scorpio,Libra,Mars,water
2007-05-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-05-06,Moon,Capricorn,Sagittarius,Saturn,earth
2007-05-08,Venus,Cancer,Gemini,Moon,water
2007-05-09,Moon,Aquarius,Capricorn,Saturn,air
2007-05-11,Moon,Pisces,Aquarius,Jupiter,water
2007-05-11,Mercury,Gemini,Taurus,Mercury,air
2007-05-13,Moon,Aries,Pisces,Mars,fire
2007-05-15,Moon,Taurus,Aries,Venus,earth
2007-05-16,Mars,Aries,Pisces,Mars,fire
2007-05-17,Moon,Gemini,Taurus,Mercury,air
2007-05-19,Moon,Cancer,Gemini,Moon,water
2007-05-21,Sun,Gemini,Taurus,Mercury,air
2007-05-21,Moon,Leo,Cancer,Sun,fire
2007-05-24,Moon,Virgo,Leo,Mercury,earth
2007-05-26,Moon,Libra,Virgo,Venus,air
2007-05-29,Moon,Scorpio,Libra,Mars,water
2007-05-29,Mercury,Cancer,Gemini,Moon,water
2007-05-31,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-06-03,Moon,Capricorn,Sagittarius,Saturn,earth
2007-06-05,Moon,Aquarius,Capricorn,Saturn,air
2007-06-06,Venus,Leo,Cancer,Sun,fire
2007-06-07,Moon,Pisces,Aquarius,Jupiter,water
2007-06-09,Moon,Aries,Pisces,Mars,fire
2007-06-11,Moon,Taurus,Aries,Venus,earth
2007-06-14,Moon,Gemini,Taurus,Mercury,air
2007-06-16,Moon,Cancer,Gemini,Moon,water
2007-06-18,Moon,Leo,Cancer,Sun,fire
2007-06-20,Moon,Virgo,Leo,Mercury,earth
2007-06-22,Sun,Cancer,Gemini,Moon,water
2007-06-22,Moon,Libra,Virgo,Venus,air
2007-06-25,Moon,Scorpio,Libra,Mars,water
2007-06-25,Mars,Taurus,Aries,Venus,earth
2007-06-28,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-06-30,Moon,Capricorn,Sagittarius,Saturn,earth
2007-07-02,Moon,Aquarius,Capricorn,Saturn,air
2007-07-04,Moon,Pisces,Aquarius,Jupiter,water
2007-07-07,Moon,Aries,Pisces,Mars,fire
2007-07-09,Moon,Taurus,Aries,Venus,earth
2007-07-11,Moon,Gemini,Taurus,Mercury,air
2007-07-13,Moon,Cancer,Gemini,Moon,water
2007-07-15,Moon,Leo,Cancer,Sun,fire
2007-07-15,Venus,Virgo,Leo,Mercury,earth
2007-07-17,Moon,Virgo,Leo,Mercury,earth
2007-07-20,Moon,Libra,Virgo,Venus,air
2007-07-22,Moon,Scorpio,Libra,Mars,water
2007-07-23,Sun,Leo,Cancer,Sun,fire
2007-07-25,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-07-27,Moon,Capricorn,Sagittarius,Saturn,earth
2007-07-30,Moon,Aquarius,Capricorn,Saturn,air
2007-08-01,Moon,Pisces,Aquarius,Jupiter,water
2007-08-03,Moon,Aries,Pisces,Mars,fire
2007-08-05,Moon,Taurus,Aries,Venus,earth
2007-08-05,Mercury,Leo,Cancer,Sun,fire
2007-08-07,Moon,Gemini,Taurus,Mercury,air
2007-08-07,Mars,Gemini,Taurus,Mercury,air
2007-08-09,Moon,Cancer,Gemini,Moon,water
2007-08-09,Venus,Leo,Virgo,Sun,fire
2007-08-11,Moon,Leo,Cancer,Sun,fire
2007-08-14,Moon,Virgo,Leo,Mercury,earth
2007-08-16,Moon,Libra,Virgo,Venus,air
2007-08-19,Moon,Scorpio,Libra,Mars,water
2007-08-20,Mercury,Virgo,Leo,Mercury,earth
2007-08-21,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-08-24,Sun,Virgo,Leo,Mercury,earth
2007-08-24,Moon,Capricorn,Sagittarius,Saturn,earth
2007-08-26,Moon,Aquarius,Capricorn,Saturn,air
2007-08-28,Moon,Pisces,Aquarius,Jupiter,water
2007-08-30,Moon,Aries,Pisces,Mars,fire
2007-09-01,Moon,Taurus,Aries,Venus,earth
2007-09-03,Moon,Gemini,Taurus,Mercury,air
2007-09-03,Saturn,Virgo,Leo,Mercury,earth
2007-09-05,Moon,Cancer,Gemini,Moon,water
2007-09-06,Mercury,Libra,Virgo,Venus,air
2007-09-08,Moon,Leo,Cancer,Sun,fire
2007-09-10,Moon,Virgo,Leo,Mercury,earth
2007-09-12,Moon,Libra,Virgo,Venus,air
2007-09-15,Moon,Scorpio,Libra,Mars,water
2007-09-18,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-09-20,Moon,Capricorn,Sagittarius,Saturn,earth
2007-09-22,Moon,Aquarius,Capricorn,Saturn,air
2007-09-23,Sun,Libra,Virgo,Venus,air
2007-09-25,Moon,Pisces,Aquarius,Jupiter,water
2007-09-27,Moon,Aries,Pisces,Mars,fire
2007-09-28,Mercury,Scorpio,Libra,Mars,water
2007-09-29,Moon,Taurus,Aries,Venus,earth
2007-09-29,Mars,Cancer,Gemini,Moon,water
2007-10-01,Moon,Gemini,Taurus,Mercury,air
2007-10-03,Moon,Cancer,Gemini,Moon,water
2007-10-05,Moon,Leo,Cancer,Sun,fire
2007-10-07,Moon,Virgo,Leo,Mercury,earth
2007-10-08,Venus,Virgo,Leo,Mercury,earth
2007-10-10,Moon,Libra,Virgo,Venus,air
2007-10-12,Moon,Scorpio,Libra,Mars,water
2007-10-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-10-17,Moon,Capricorn,Sagittarius,Saturn,earth
2007-10-20,Moon,Aquarius,Capricorn,Saturn,air
2007-10-22,Moon,Pisces,Aquarius,Jupiter,water
2007-10-24,Sun,Scorpio,Libra,Mars,water
2007-10-24,Moon,Aries,Pisces,Mars,fire
2007-10-24,Mercury,Libra,Scorpio,Venus,air
2007-10-26,Moon,Taurus,Aries,Venus,earth
2007-10-28,Moon,Gemini,Taurus,Mercury,air
2007-10-30,Moon,Cancer,Gemini,Moon,water
2007-11-01,Moon,Leo,Cancer,Sun,fire
2007-11-04,Moon,Virgo,Leo,Mercury,earth
2007-11-06,Moon,Libra,Virgo,Venus,air
2007-11-09,Moon,Scorpio,Libra,Mars,water
2007-11-09,Venus,Libra,Virgo,Venus,air
2007-11-11,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-11-11,Mercury,Scorpio,Libra,Mars,water
2007-11-14,Moon,Capricorn,Sagittarius,Saturn,earth
2007-11-16,Moon,Aquarius,Capricorn,Saturn,air
2007-11-18,Moon,Pisces,Aquarius,Jupiter,water
2007-11-20,Moon,Aries,Pisces,Mars,fire
2007-11-23,Sun,Sagittarius,Scorpio,Jupiter,fire
2007-11-23,Moon,Taurus,Aries,Venus,earth
2007-11-24,Moon,Gemini,Taurus,Mercury,air
2007-11-26,Moon,Cancer,Gemini,Moon,water
2007-11-29,Moon,Leo,Cancer,Sun,fire
2007-12-01,Moon,Virgo,Leo,Mercury,earth
2007-12-02,Mercury,Sagittarius,Scorpio,Jupiter,fire
2007-12-03,Moon,Libra,Virgo,Venus,air
2007-12-06,Moon,Scorpio,Libra,Mars,water
2007-12-06,Venus,Scorpio,Libra,Mars,water
2007-12-08,Moon,Sagittarius,Scorpio,Jupiter,fire
2007-12-11,Moon,Capricorn,Sagittarius,Saturn,earth
2007-12-13,Moon,Aquarius,Capricorn,Saturn,air
2007-12-16,Moon,Pisces,Aquarius,Jupiter,water
2007-12-18,Moon,Aries,Pisces,Mars,fire
2007-12-19,Jupiter,Capricorn,Sagittarius,Saturn,earth
2007-12-20,Moon,Taurus,Aries,Venus,earth
2007-12-21,Mercury,Capricorn,Sagittarius,Saturn,earth
2007-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2007-12-22,Moon,Gemini,Taurus,Mercury,air
2007-12-24,Moon,Cancer,Gemini,Moon,water
2007-12-26,Moon,Leo,Cancer,Sun,fire
2007-12-28,Moon,Virgo,Leo,Mercury,earth
2007-12-31,Moon,Libra,Virgo,Venus,air
2007-12-31,Venus,Sagittarius,Scorpio,Jupiter,fire
2008-01-01,Mars,Gemini,Cancer,Mercury,air
2008-01-02,Moon,Scorpio,Libra,Mars,water
2008-01-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-01-07,Moon,Capricorn,Sagittarius,Saturn,earth
2008-01-08,Mercury,Aquarius,Capricorn,Saturn,air
2008-01-09,Moon,Aquarius,Capricorn,Saturn,air
2008-01-12,Moon,Pisces,Aquarius,Jupiter,water
2008-01-14,Moon,Aries,Pisces,Mars,fire
2008-01-16,Moon,Taurus,Aries,Venus,earth
2008-01-18,Moon,Gemini,Taurus,Mercury,air
2008-01-20,Moon,Cancer,Gemini,Moon,water
2008-01-21,Sun,Aquarius,Capricorn,Saturn,air
2008-01-22,Moon,Leo,Cancer,Sun,fire
2008-01-24,Venus,Capricorn,Sagittarius,Saturn,earth
2008-01-25,Moon,Virgo,Leo,Mercury,earth
2008-01-27,Moon,Libra,Virgo,Venus,air
2008-01-29,Moon,Scorpio,Libra,Mars,water
2008-02-01,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-02-03,Moon,Capricorn,Sagittarius,Saturn,earth
2008-02-06,Moon,Aquarius,Capricorn,Saturn,air
2008-02-08,Moon,Pisces,Aquarius,Jupiter,water
2008-02-10,Moon,Aries,Pisces,Mars,fire
2008-02-12,Moon,Taurus,Aries,Venus,earth
2008-02-15,Moon,Gemini,Taurus,Mercury,air
2008-02-17,Moon,Cancer,Gemini,Moon,water
2008-02-18,Venus,Aquarius,Capricorn,Saturn,air
2008-02-19,Sun,Pisces,Aquarius,Jupiter,water
2008-02-19,Moon,Leo,Cancer,Sun,fire
2008-02-21,Moon,Virgo,Leo,Mercury,earth
2008-02-23,Moon,Libra,Virgo,Venus,air
2008-02-26,Moon,Scorpio,Libra,Mars,water
2008-02-28,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-03-02,Moon,Capricorn,Sagittarius,Saturn,earth
2008-03-04,Moon,Aquarius,Capricorn,Saturn,air
2008-03-04,Mars,Cancer,Gemini,Moon,water
2008-03-06,Moon,Pisces,Aquarius,Jupiter,water
2008-03-09,Moon,Aries,Pisces,Mars,fire
2008-03-11,Moon,Taurus,Aries,Venus,earth
2008-03-13,Moon,Gemini,Taurus,Mercury,air
2008-03-13,Venus,Pisces,Aquarius,Jupiter,water
2008-03-15,Moon,Cancer,Gemini,Moon,water
2008-03-15,Mercury,Pisces,Aquarius,Jupiter,water
2008-03-17,Moon,Leo,Cancer,Sun,fire
2008-03-19,Moon,Virgo,Leo,Mercury,earth
2008-03-20,Sun,Aries,Pisces,Mars,fire
2008-03-22,Moon,Libra,Virgo,Venus,air
2008-03-24,Moon,Scorpio,Libra,Mars,water
2008-03-27,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-03-29,Moon,Capricorn,Sagittarius,Saturn,earth
2008-04-01,Moon,Aquarius,Capricorn,Saturn,air
2008-04-03,Moon,Pisces,Aquarius,Jupiter,water
2008-04-03,Mercury,Aries,Pisces,Mars,fire
2008-04-05,Moon,Aries,Pisces,Mars,fire
2008-04-06,Venus,Aries,Pisces,Mars,fire
2008-04-07,Moon,Taurus,Aries,Venus,earth
2008-04-09,Moon,Gemini,Taurus,Mercury,air
2008-04-11,Moon,Cancer,Gemini,Moon,water
2008-04-13,Moon,Leo,Cancer,Sun,fire
2008-04-16,Moon,Virgo,Leo,Mercury,earth
2008-04-18,Moon,Libra,Virgo,Venus,air
2008-04-18,Mercury,Taurus,Aries,Venus,earth
2008-04-20,Sun,Taurus,Aries,Venus,earth
2008-04-20,Moon,Scorpio,Libra,Mars,water
2008-04-23,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-04-25,Moon,Capricorn,Sagittarius,Saturn,earth
2008-04-28,Moon,Aquarius,Capricorn,Saturn,air
2008-04-30,Moon,Pisces,Aquarius,Jupiter,water
2008-05-01,Venus,Taurus,Aries,Venus,earth
2008-05-02,Moon,Aries,Pisces,Mars,fire
2008-05-03,Mercury,Gemini,Taurus,Mercury,air
2008-05-04,Moon,Taurus,Aries,Venus,earth
2008-05-06,Moon,Gemini,Taurus,Mercury,air
2008-05-08,Moon,Cancer,Gemini,Moon,water
2008-05-10,Mars,Leo,Cancer,Sun,fire
2008-05-11,Moon,Leo,Cancer,Sun,fire
2008-05-13,Moon,Virgo,Leo,Mercury,earth
2008-05-15,Moon,Libra,Virgo,Venus,air
2008-05-18,Moon,Scorpio,Libra,Mars,water
2008-05-20,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-05-21,Sun,Gemini,Taurus,Mercury,air
2008-05-23,Moon,Capricorn,Sagittarius,Saturn,earth
2008-05-25,Moon,Aquarius,Capricorn,Saturn,air
2008-05-25,Venus,Gemini,Taurus,Mercury,air
2008-05-28,Moon,Pisces,Aquarius,Jupiter,water
2008-05-30,Moon,Aries,Pisces,Mars,fire
2008-06-01,Moon,Taurus,Aries,Venus,earth
2008-06-03,Moon,Gemini,Taurus,Mercury,air
2008-06-05,Moon,Cancer,Gemini,Moon,water
2008-06-07,Moon,Leo,Cancer,Sun,fire
2008-06-09,Moon,Virgo,Leo,Mercury,earth
2008-06-11,Moon,Libra,Virgo,Venus,air
2008-06-14,Moon,Scorpio,Libra,Mars,water
2008-06-16,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-06-18,Venus,Cancer,Gemini,Moon,water
2008-06-19,Moon,Capricorn,Sagittarius,Saturn,earth
2008-06-21,Sun,Cancer,Gemini,Moon,water
2008-06-21,Moon,Aquarius,Capricorn,Saturn,air
2008-06-24,Moon,Pisces,Aquarius,Jupiter,water
2008-06-26,Moon,Aries,Pisces,Mars,fire
2008-06-28,Moon,Taurus,Aries,Venus,earth
2008-06-30,Moon,Gemini,Taurus,Mercury,air
2008-07-02,Moon,Cancer,Gemini,Moon,water
2008-07-02,Mars,Virgo,Leo,Mercury,earth
2008-07-04,Moon,Leo,Cancer,Sun,fire
2008-07-06,Moon,Virgo,Leo,Mercury,earth
2008-07-09,Moon,Libra,Virgo,Venus,air
2008-07-11,Moon,Scorpio,Libra,Mars,water
2008-07-11,Mercury,Cancer,Gemini,Moon,water
2008-07-13,Venus,Leo,Cancer,Sun,fire
2008-07-14,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-07-16,Moon,Capricorn,Sagittarius,Saturn,earth
2008-07-19,Moon,Aquarius,Capricorn,Saturn,air
2008-07-21,Moon,Pisces,Aquarius,Jupiter,water
2008-07-22,Sun,Leo,Cancer,Sun,fire
2008-07-23,Moon,Aries,Pisces,Mars,fire
2008-07-26,Moon,Taurus,Aries,Venus,earth
2008-07-26,Mercury,Leo,Cancer,Sun,fire
2008-07-28,Moon,Gemini,Taurus,Mercury,air
2008-07-30,Moon,Cancer,Gemini,Moon,water
2008-08-01,Moon,Leo,Cancer,Sun,fire
2008-08-03,Moon,Virgo,Leo,Mercury,earth
2008-08-05,Moon,Libra,Virgo,Venus,air
2008-08-06,Venus,Virgo,Leo,Mercury,earth
2008-08-07,Moon,Scorpio,Libra,Mars,water
2008-08-10,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-08-10,Mercury,Virgo,Leo,Mercury,earth
2008-08-12,Moon,Capricorn,Sagittarius,Saturn,earth
2008-08-15,Moon,Aquarius,Capricorn,Saturn,air
2008-08-17,Moon,Pisces,Aquarius,Jupiter,water
2008-08-19,Mars,Libra,Virgo,Venus,air
2008-08-20,Moon,Aries,Pisces,Mars,fire
2008-08-22,Moon,Taurus,Aries,Venus,earth
2008-08-23,Sun,Virgo,Leo,Mercury,earth
2008-08-24,Moon,Gemini,Taurus,Mercury,air
2008-08-26,Moon,Cancer,Gemini,Moon,water
2008-08-28,Moon,Leo,Cancer,Sun,fire
2008-08-29,Mercury,Libra,Virgo,Venus,air
2008-08-30,Moon,Virgo,Leo,Mercury,earth
2008-08-31,Venus,Libra,Virgo,Venus,air
2008-09-01,Moon,Libra,Virgo,Venus,air
2008-09-04,Moon,Scorpio,Libra,Mars,water
2008-09-06,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-09-09,Moon,Capricorn,Sagittarius,Saturn,earth
2008-09-11,Moon,Aquarius,Capricorn,Saturn,air
2008-09-14,Moon,Pisces,Aquarius,Jupiter,water
2008-09-16,Moon,Aries,Pisces,Mars,fire
2008-09-18,Moon,Taurus,Aries,Venus,earth
2008-09-20,Moon,Gemini,Taurus,Mercury,air
2008-09-22,Moon,Cancer,Gemini,Moon,water
2008-09-23,Sun,Libra,Virgo,Venus,air
2008-09-24,Moon,Leo,Cancer,Sun,fire
2008-09-24,Venus,Scorpio,Libra,Mars,water
2008-09-27,Moon,Virgo,Leo,Mercury,earth
2008-09-29,Moon,Libra,Virgo,Venus,air
2008-10-01,Moon,Scorpio,Libra,Mars,water
2008-10-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-10-04,Mars,Scorpio,Libra,Mars,water
2008-10-06,Moon,Capricorn,Sagittarius,Saturn,earth
2008-10-09,Moon,Aquarius,Capricorn,Saturn,air
2008-10-11,Moon,Pisces,Aquarius,Jupiter,water
2008-10-13,Moon,Aries,Pisces,Mars,fire
2008-10-15,Moon,Taurus,Aries,Venus,earth
2008-10-17,Moon,Gemini,Taurus,Mercury,air
2008-10-19,Moon,Cancer,Gemini,Moon,water
2008-10-19,Venus,Sagittarius,Scorpio,Jupiter,fire
2008-10-22,Moon,Leo,Cancer,Sun,fire
2008-10-23,Sun,Scorpio,Libra,Mars,water
2008-10-24,Moon,Virgo,Leo,Mercury,earth
2008-10-26,Moon,Libra,Virgo,Venus,air
2008-10-28,Moon,Scorpio,Libra,Mars,water
2008-10-31,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-11-02,Moon,Capricorn,Sagittarius,Saturn,earth
2008-11-05,Moon,Aquarius,Capricorn,Saturn,air
2008-11-05,Mercury,Scorpio,Libra,Mars,water
2008-11-07,Moon,Pisces,Aquarius,Jupiter,water
2008-11-10,Moon,Aries,Pisces,Mars,fire
2008-11-12,Moon,Taurus,Aries,Venus,earth
2008-11-13,Venus,Capricorn,Sagittarius,Saturn,earth
2008-11-14,Moon,Gemini,Taurus,Mercury,air
2008-11-16,Moon,Cancer,Gemini,Moon,water
2008-11-16,Mars,Sagittarius,Scorpio,Jupiter,fire
2008-11-18,Moon,Leo,Cancer,Sun,fire
2008-11-20,Moon,Virgo,Leo,Mercury,earth
2008-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2008-11-22,Moon,Libra,Virgo,Venus,air
2008-11-23,Mercury,Sagittarius,Scorpio,Jupiter,fire
2008-11-25,Moon,Scorpio,Libra,Mars,water
2008-11-27,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-11-30,Moon,Capricorn,Sagittarius,Saturn,earth
2008-12-02,Moon,Aquarius,Capricorn,Saturn,air
2008-12-05,Moon,Pisces,Aquarius,Jupiter,water
2008-12-07,Moon,Aries,Pisces,Mars,fire
2008-12-08,Venus,Aquarius,Capricorn,Saturn,air
2008-12-09,Moon,Taurus,Aries,Venus,earth
2008-12-11,Moon,Gemini,Taurus,Mercury,air
2008-12-12,Mercury,Capricorn,Sagittarius,Saturn,earth
2008-12-13,Moon,Cancer,Gemini,Moon,water
2008-12-15,Moon,Leo,Cancer,Sun,fire
2008-12-17,Moon,Virgo,Leo,Mercury,earth
2008-12-20,Moon,Libra,Virgo,Venus,air
2008-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2008-12-22,Moon,Scorpio,Libra,Mars,water
2008-12-24,Moon,Sagittarius,Scorpio,Jupiter,fire
2008-12-27,Moon,Capricorn,Sagittarius,Saturn,earth
2008-12-27,Mars,Capricorn,Sagittarius,Saturn,earth
2008-12-30,Moon,Aquarius,Capricorn,Saturn,air
2009-01-01,Moon,Pisces,Aquarius,Jupiter,water
2009-01-01,Mercury,Aquarius,Capricorn,Saturn,air
2009-01-03,Moon,Aries,Pisces,Mars,fire
2009-01-04,Venus,Pisces,Aquarius,Jupiter,water
2009-01-06,Moon,Taurus,Aries,Venus,earth
2009-01-06,Jupiter,Aquarius,Capricorn,Saturn,air
2009-01-08,Moon,Gemini,Taurus,Mercury,air
2009-01-10,Moon,Cancer,Gemini,Moon,water
2009-01-12,Moon,Leo,Cancer,Sun,fire
2009-01-14,Moon,Virgo,Leo,Mercury,earth
2009-01-16,Moon,Libra,Virgo,Venus,air
2009-01-18,Moon,Scorpio,Libra,Mars,water
2009-01-20,Sun,Aquarius,Capricorn,Saturn,air
2009-01-21,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-01-21,Mercury,Capricorn,Aquarius,Saturn,earth
2009-01-23,Moon,Capricorn,Sagittarius,Saturn,earth
2009-01-26,Moon,Aquarius,Capricorn,Saturn,air
2009-01-28,Moon,Pisces,Aquarius,Jupiter,water
2009-01-31,Moon,Aries,Pisces,Mars,fire
2009-02-02,Moon,Taurus,Aries,Venus,earth
2009-02-03,Venus,Aries,Pisces,Mars,fire
2009-02-04,Moon,Gemini,Taurus,Mercury,air
2009-02-05,Mars,Aquarius,Capricorn,Saturn,air
2009-02-06,Moon,Cancer,Gemini,Moon,water
2009-02-08,Moon,Leo,Cancer,Sun,fire
2009-02-10,Moon,Virgo,Leo,Mercury,earth
2009-02-12,Moon,Libra,Virgo,Venus,air
2009-02-15,Moon,Scorpio,Libra,Mars,water
2009-02-15,Mercury,Aquarius,Capricorn,Saturn,air
2009-02-17,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-02-19,Sun,Pisces,Aquarius,Jupiter,water
2009-02-20,Moon,Capricorn,Sagittarius,Saturn,earth
2009-02-22,Moon,Aquarius,Capricorn,Saturn,air
2009-02-25,Moon,Pisces,Aquarius,Jupiter,water
2009-02-27,Moon,Aries,Pisces,Mars,fire
2009-03-01,Moon,Taurus,Aries,Venus,earth
2009-03-03,Moon,Gemini,Taurus,Mercury,air
2009-03-05,Moon,Cancer,Gemini,Moon,water
2009-03-08,Moon,Leo,Cancer,Sun,fire
2009-03-09,Mercury,Pisces,Aquarius,Jupiter,water
2009-03-10,Moon,Virgo,Leo,Mercury,earth
2009-03-12,Moon,Libra,Virgo,Venus,air
2009-03-14,Moon,Scorpio,Libra,Mars,water
2009-03-15,Mars,Pisces,Aquarius,Jupiter,water
2009-03-16,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-03-19,Moon,Capricorn,Sagittarius,Saturn,earth
2009-03-20,Sun,Aries,Pisces,Mars,fire
2009-03-21,Moon,Aquarius,Capricorn,Saturn,air
2009-03-24,Moon,Pisces,Aquarius,Jupiter,water
2009-03-26,Moon,Aries,Pisces,Mars,fire
2009-03-26,Mercury,Aries,Pisces,Mars,fire
2009-03-28,Moon,Taurus,Aries,Venus,earth
2009-03-31,Moon,Gemini,Taurus,Mercury,air
2009-04-02,Moon,Cancer,Gemini,Moon,water
2009-04-04,Moon,Leo,Cancer,Sun,fire
2009-04-06,Moon,Virgo,Leo,Mercury,earth
2009-04-08,Moon,Libra,Virgo,Venus,air
2009-04-10,Moon,Scorpio,Libra,Mars,water
2009-04-10,Mercury,Taurus,Aries,Venus,earth
2009-04-12,Venus,Pisces,Aries,Jupiter,water
2009-04-13,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-04-15,Moon,Capricorn,Sagittarius,Saturn,earth
2009-04-18,Moon,Aquarius,Capricorn,Saturn,air
2009-04-20,Sun,Taurus,Aries,Venus,earth
2009-04-20,Moon,Pisces,Aquarius,Jupiter,water
2009-04-23,Moon,Aries,Pisces,Mars,fire
2009-04-23,Mars,Aries,Pisces,Mars,fire
2009-04-24,Venus,Aries,Pisces,Mars,fire
2009-04-25,Moon,Taurus,Aries,Venus,earth
2009-04-27,Moon,Gemini,Taurus,Mercury,air
2009-04-29,Moon,Cancer,Gemini,Moon,water
2009-05-01,Moon,Leo,Cancer,Sun,fire
2009-05-01,Mercury,Gemini,Taurus,Mercury,air
2009-05-03,Moon,Virgo,Leo,Mercury,earth
2009-05-05,Moon,Libra,Virgo,Venus,air
2009-05-08,Moon,Scorpio,Libra,Mars,water
2009-05-10,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-05-13,Moon,Capricorn,Sagittarius,Saturn,earth
2009-05-14,Mercury,Taurus,Gemini,Venus,earth
2009-05-15,Moon,Aquarius,Capricorn,Saturn,air
2009-05-18,Moon,Pisces,Aquarius,Jupiter,water
2009-05-20,Moon,Aries,Pisces,Mars,fire
2009-05-21,Sun,Gemini,Taurus,Mercury,air
2009-05-22,Moon,Taurus,Aries,Venus,earth
2009-05-24,Moon,Gemini,Taurus,Mercury,air
2009-05-26,Moon,Cancer,Gemini,Moon,water
2009-05-28,Moon,Leo,Cancer,Sun,fire
2009-05-30,Moon,Virgo,Leo,Mercury,earth
2009-06-01,Mars,Taurus,Aries,Venus,earth
2009-06-02,Moon,Libra,Virgo,Venus,air
2009-06-04,Moon,Scorpio,Libra,Mars,water
2009-06-06,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-06-06,Venus,Taurus,Aries,Venus,earth
2009-06-09,Moon,Capricorn,Sagittarius,Saturn,earth
2009-06-11,Moon,Aquarius,Capricorn,Saturn,air
2009-06-14,Moon,Pisces,Aquarius,Jupiter,water
2009-06-14,Mercury,Gemini,Taurus,Mercury,air
2009-06-16,Moon,Aries,Pisces,Mars,fire
2009-06-19,Moon,Taurus,Aries,Venus,earth
2009-06-21,Sun,Cancer,Gemini,Moon,water
2009-06-21,Moon,Gemini,Taurus,Mercury,air
2009-06-23,Moon,Cancer,Gemini,Moon,water
2009-06-25,Moon,Leo,Cancer,Sun,fire
2009-06-27,Moon,Virgo,Leo,Mercury,earth
2009-06-29,Moon,Libra,Virgo,Venus,air
2009-07-01,Moon,Scorpio,Libra,Mars,water
2009-07-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-07-04,Mercury,Cancer,Gemini,Moon,water
2009-07-05,Venus,Gemini,Taurus,Mercury,air
2009-07-06,Moon,Capricorn,Sagittarius,Saturn,earth
2009-07-09,Moon,Aquarius,Capricorn,Saturn,air
2009-07-11,Moon,Pisces,Aquarius,Jupiter,water
2009-07-12,Mars,Gemini,Taurus,Mercury,air
2009-07-14,Moon,Aries,Pisces,Mars,fire
2009-07-16,Moon,Taurus,Aries,Venus,earth
2009-07-18,Moon,Gemini,Taurus,Mercury,air
2009-07-18,Mercury,Leo,Cancer,Sun,fire
2009-07-20,Moon,Cancer,Gemini,Moon,water
2009-07-22,Moon,Leo,Cancer,Sun,fire
2009-07-23,Sun,Leo,Cancer,Sun,fire
2009-07-24,Moon,Virgo,Leo,Mercury,earth
2009-07-26,Moon,Libra,Virgo,Venus,air
2009-07-28,Moon,Scorpio,Libra,Mars,water
2009-07-31,Moon,Sagittarius,Scorpio,Jupiter,fire
2009-08-01,Venus,Cancer,Gemini,Moon,water
2009-08-02,Moon,Capricorn,Sagittarius,Saturn,earth
2009-08-03,Mercury,Virgo,Leo,Mercury,earth
2009-08-05,Moon,Aquarius,Capricorn,Saturn,air
2009-08-07,Moon,Pisces,Aquarius,Jupiter,water
2009-08-10,Moon,Aries,Pisces,Mars,fire
2009-08-12,Moon,Taurus,Aries,Venus,earth
2009-08-14,Moon,Gemini,Taurus,Mercury,air
2009-08-17,Moon,Cancer,Gemini,Moon,water
2009-08-19,Moon,Leo,Cancer,Sun,fire
2009-08-21,Moon,Virgo,Leo,Mercury,earth
2009-08-23,Sun,Virgo,Leo,Mercury,earth
2009-08-23,Moon,Libra,Virgo,Venus,air
2009-08-25,Moon,Scorpio,Libra,Mars,water
2009-08-26,Mercury,Libra,Virgo,Venus,air
2009-08-26,Mars,Cancer,Gemini,Moon,water
